insurance_company,recover_office_zip_code,damage_address_zip_code,office_distance,case_creation_year,case_creation_month,project_id
K,1400,1459,"31,8",2021,11,268503
C,7038,7012,"5,4",2022,8,268514
J,1599,1555,"13,4",2022,8,268515
C,1389,1396,"9,8",2024,4,268517
E,9514,9512,"6,4",2021,2,268518
N,2056,2053,"4,8",2021,5,268520
C,8402,8409,"23,4",2023,2,268521
G,2211,2230,"26,9",2020,8,268522
J,3718,3721,"3,7",2022,10,268528
J,5463,5462,3,2022,8,268529
H,9360,8519,"78,8",2023,6,268530
N,2619,2611,"8,5",2023,6,268534
J,4313,4322,"10,8",2024,1,268537
C,2383,2380,"3,4",2021,1,268541
C,6800,6812,5,2021,8,268542
N,7714,7715,"2,3",2022,8,268543
K,7604,7082,"91,3",2022,9,268545
J,6422,6440,"13,8",2024,2,268547
J,8613,8626,"5,7",2021,11,268548
K,8012,8070,"4,6",2021,12,268550
J,7340,7340,"1,3",2021,2,268553
N,3232,3261,"14,4",2020,8,268554
A,1599,1535,"1,6",2021,10,268557
E,3232,3111,28,2024,3,268558
C,6770,6823,"24,2",2025,1,268559
J,2019,1963,"42,1",2024,1,268560
F,9845,9845,"36,6",2020,12,268565
D,1400,1912,"23,8",2020,11,268566
N,3232,3209,"10,4",2020,8,268567
J,9514,9690,"192,9",2019,12,268573
C,8012,8079,"6,8",2021,9,268575
C,8803,8890,"18,7",2025,5,268579
H,1599,1605,"38,3",2019,10,268580
J,8402,8480,"100,4",2022,2,268581
E,7038,7028,"3,8",2024,5,268583
N,3262,3260,"3,2",2020,8,268584
E,,1400,0,2020,5,268585
C,283,764,7,2023,1,268586
J,2383,2819,"35,9",2024,9,268589
C,8400,8410,"56,8",2021,1,268591
C,5412,5417,"4,2",2025,4,268597
C,1389,1387,"8,3",2024,6,268601
N,4820,4843,"17,3",2021,3,268602
E,1739,1738,"3,9",2024,1,268604
C,8370,8370,"3,1",2023,2,268607
H,2056,2053,"4,7",2023,4,268608
N,5147,5142,"0,6",2021,11,268611
C,1684,1684,"7,6",2020,5,268614
N,3057,1395,"32,8",2023,8,268615
C,3017,3055,"13,8",2018,11,268617
K,1767,1792,"4,7",2025,4,268619
C,4313,4050,"3,1",2022,7,268623
C,8370,8310,"48,5",2020,1,268624
E,7038,7540,"17,4",2024,8,268628
G,7870,7870,"0,9",2025,1,268629
C,2940,2975,"37,5",2025,2,268630
C,3550,3540,"18,3",2021,3,268631
J,5147,5148,"3,4",2021,12,268634
N,1188,1914,"21,8",2023,8,268636
F,2940,2950,"8,8",2021,1,268642
C,8803,8850,"27,2",2023,3,268643
H,6800,6815,"6,2",2022,1,268644
J,2714,2740,"14,7",2023,2,268645
J,4013,4046,"8,9",2020,1,268647
N,1618,1654,"10,7",2022,8,268648
J,6718,6146,"38,7",2025,1,268650
C,1599,1532,"3,7",2020,4,268651
C,7820,7777,"46,2",2020,1,268652
N,283,287,"6,3",2021,12,268653
N,5147,5009,"9,8",2023,6,268656
J,3718,3718,"1,7",2020,12,268662
N,9514,9518,"15,4",2022,5,268664
J,283,1354,"18,1",2022,10,268666
C,4013,4023,"3,9",2024,3,268667
D,5911,5955,"32,2",2021,3,268668
J,1406,1914,"17,5",2025,2,268670
C,7038,7079,9,2019,9,268672
E,7038,7088,"9,1",2023,7,268673
E,1599,1555,"11,7",2020,12,268674
J,6856,6868,"29,6",2020,10,268675
C,7714,7718,"23,2",2023,7,268678
J,4313,4032,"7,6",2021,7,268679
C,2940,2943,"13,5",2025,4,268680
C,6900,6723,"57,1",2023,12,268682
C,5918,5918,"2,7",2023,12,268684
J,4580,4521,"18,2",2021,5,268687
N,6856,6857,"6,4",2020,12,268696
N,6783,6783,"7,9",2023,5,268704
N,1188,1177,"5,2",2022,11,268708
K,7038,7024,"8,6",2025,4,268713
C,4013,4022,"4,5",2021,8,268714
C,1406,1413,"14,8",2022,12,268717
C,4344,4365,"6,1",2019,11,268729
N,8613,8624,"4,2",2023,5,268736
K,3157,3135,"17,5",2023,1,268756
J,2406,2265,"63,1",2024,1,268765
J,1599,1570,"7,4",2020,10,268772
K,6783,6160,"57,1",2021,2,268776
N,6023,6222,"18,1",2022,7,268788
C,1188,256,"11,7",2023,1,268795
J,1738,1746,"9,6",2021,10,268801
G,7900,7985,65,2022,11,268812
E,3157,3153,"11,5",2021,5,268817
N,3513,3513,"1,1",2023,4,268830
N,8208,8230,"22,4",2021,3,268850
C,485,365,4,2025,1,268854
N,5911,5918,15,2021,10,268856
J,6023,6020,"3,3",2019,12,268858
K,8900,8907,4,2022,11,268874
C,3024,3021,"2,9",2020,12,268879
N,2019,1461,"11,3",2023,1,268883
C,6770,6827,"43,7",2021,2,268904
C,2019,2019,"0,7",2020,10,268909
J,5147,5227,"17,2",2019,12,268937
C,283,757,"4,5",2023,5,268947
N,2714,2750,"6,3",2022,5,268972
J,2056,2067,"8,7",2020,8,268975
C,7714,7796,"52,5",2021,12,268978
J,5147,5155,"5,7",2021,3,268979
K,7714,7718,"6,5",2023,9,268983
C,9912,9912,"1,4",2024,8,268985
K,9024,9019,"5,6",2024,9,268987
K,8402,8406,"9,1",2024,12,268989
C,1767,1771,"2,3",2021,9,268990
D,5911,5955,"32,4",2021,8,268992
J,8530,8514,"17,9",2020,2,268993
J,283,254,"6,7",2022,5,268996
C,8402,8450,"30,6",2024,1,268997
J,1807,1814,"3,1",2022,10,269001
K,9024,9020,"3,8",2024,6,269003
H,1188,655,"7,2",2021,8,269004
N,7604,7650,"12,2",2023,11,269008
K,3157,3188,"17,1",2021,3,269009
J,8613,8610,"2,6",2021,2,269025
K,9409,9402,"14,1",2023,11,269026
J,4013,4012,"1,1",2021,6,269027
J,2383,2335,"27,9",2024,3,269029
C,8613,8754,"90,6",2020,9,269031
N,5537,5531,"2,1",2022,9,269032
N,3057,3330,"21,1",2023,8,269034
J,7604,7608,4,2023,1,269036
K,8208,8215,16,2024,1,269040
D,6809,6814,"2,2",2023,12,269042
J,7038,7026,"11,7",2020,7,269048
K,8803,8800,"1,9",2021,12,269049
C,1086,1068,"5,5",2023,8,269054
C,4013,4015,"3,7",2022,9,269058
N,283,1369,5,2022,2,269059
J,9360,9336,39,2023,4,269060
C,8012,8005,"3,6",2021,2,269063
D,3735,3941,"2,5",2022,11,269065
J,283,1394,"7,3",2021,3,269068
K,9900,9516,"466,8",2021,2,269069
D,8402,8406,"5,7",2024,4,269071
J,3138,3133,"1,8",2017,12,269073
J,4636,4640,"27,7",2022,1,269074
J,1086,2068,"34,9",2023,9,269077
E,3300,3303,"3,3",2023,10,269080
J,4580,4580,"13,2",2024,2,269085
J,8006,8011,"4,2",2021,2,269088
J,1188,1262,"10,5",2021,10,269091
H,7038,7125,"34,1",2020,1,269093
H,3138,3138,1,2022,12,269094
J,7604,7600,"20,1",2020,4,269095
J,4013,4023,"4,7",2023,8,269097
D,7604,7620,"11,9",2025,1,269099
N,4313,4029,"16,5",2022,12,269100
C,1599,1535,"2,7",2021,11,269102
N,5463,5470,"17,3",2022,12,269104
N,1618,1785,"39,2",2022,3,269106
J,2406,2436,"32,7",2021,5,269108
J,2019,2022,18,2021,7,269109
C,6900,6906,2,2024,2,269114
J,6023,6200,"36,6",2020,11,269124
J,975,662,"6,5",2020,6,269127
C,1188,1178,"4,9",2021,8,269128
E,1599,1540,"20,2",2023,6,269134
E,6718,6727,"25,1",2024,8,269136
J,6718,6700,"5,4",2023,8,269137
J,8208,8289,"159,8",2021,10,269138
J,1767,1792,"4,8",2024,1,269140
C,7038,7068,"6,5",2021,3,269142
H,8613,8610,"2,7",2021,5,269146
N,7900,7976,"80,2",2021,2,269147
C,6360,2668,"90,5",2021,9,269153
E,8208,8200,"1,2",2022,10,269154
J,4612,4614,"1,1",2022,11,269155
J,5542,5518,"7,2",2020,1,269156
J,2019,1920,"22,7",2021,6,269158
J,4820,4870,"10,4",2020,8,269160
G,7038,7023,"6,6",2022,1,269161
C,6415,6425,"4,8",2022,10,269162
H,3718,3724,"2,6",2021,2,269164
C,1807,1816,"15,1",2023,8,269165
J,6770,6770,"2,3",2024,11,269167
N,5147,5165,"10,2",2021,7,269169
D,5147,5160,"6,4",2021,7,269175
E,7820,7800,"2,7",2020,8,269178
K,3550,3570,"29,2",2021,6,269179
D,7038,7089,"10,9",2023,4,269182
C,6070,6082,"18,4",2022,6,269183
N,8012,8008,"3,7",2021,8,269184
J,8400,8470,"64,9",2019,11,269187
K,7038,7098,"8,6",2024,11,269190
J,6023,6011,"5,8",2020,7,269191
K,2940,2960,"43,2",2023,8,269192
C,1739,1734,"4,8",2023,1,269193
N,4313,4048,"14,7",2021,4,269194
N,7604,7624,"20,1",2021,12,269198
C,6718,6700,"5,7",2022,12,269200
N,3300,3050,9,2023,1,269205
J,9024,9022,"3,8",2024,4,269210
K,7038,7357,41,2021,2,269211
J,9024,9017,"12,3",2020,4,269212
J,5147,3580,"243,7",2024,11,269213
C,2714,2760,"4,2",2023,4,269214
K,1086,789,"20,1",2023,8,269217
C,9024,9018,"6,9",2020,1,269218
J,3138,3140,"4,1",2024,8,269219
C,4370,4380,"25,8",2020,1,269224
F,7820,7822,"11,6",2022,8,269225
N,3232,3218,"11,5",2021,5,269227
J,8208,8209,"3,1",2020,6,269230
N,2406,2450,"36,8",2023,9,269237
C,7038,7021,"5,3",2024,4,269241
C,1086,1472,"5,9",2023,8,269243
J,8656,8656,"1,4",2024,7,269245
A,5033,5017,"1,7",2023,12,269247
K,7038,7055,"12,3",2021,1,269251
E,8613,8613,"10,1",2020,12,269252
H,3944,3943,"4,2",2024,10,269253
D,5700,5704,"4,9",2023,1,269256
J,6783,6783,"8,3",2022,6,269257
C,2211,2211,"2,2",2021,3,269258
D,7038,7039,"11,1",2025,3,269264
K,9912,9912,"0,9",2024,5,269265
J,1599,1614,34,2020,3,269272
J,8656,8659,"15,9",2022,2,269274
D,6100,6076,"42,8",2020,4,269275
J,283,1361,"10,7",2021,4,269278
N,975,373,"13,3",2020,11,269285
J,3919,3921,"3,4",2020,6,269289
K,975,1084,"3,3",2021,1,269293
J,8006,8011,"3,1",2022,3,269299
C,7870,7870,"1,2",2025,6,269301
N,9845,9770,"334,1",2020,7,269306
K,8803,8800,2,2024,10,269307
N,1739,1735,14,2022,7,269310
K,8012,8029,"12,1",2021,2,269313
E,3683,3697,"56,8",2021,10,269315
D,6809,6977,"23,7",2023,12,269316
J,7038,7072,"8,6",2021,4,269317
J,8208,8208,"1,4",2019,11,269318
J,7038,7016,5,2021,5,269321
C,3219,3219,1,2024,7,269325
C,7300,7300,"4,1",2025,5,269327
O,5131,5109,"9,8",2025,6,269333
J,9409,9406,4,2023,2,269336
N,5911,5911,"2,2",2022,7,269342
J,9514,9515,"2,1",2022,6,269343
H,3683,3678,"3,9",2021,5,269344
N,2019,693,"25,1",2023,1,269345
D,7900,7982,"78,3",2023,5,269346
C,6783,6788,23,2024,12,269349
G,7604,7632,"581,3",2021,6,269353
C,6900,6908,"4,9",2020,6,269357
C,1188,1188,"1,1",2020,12,269361
D,6900,6900,"1,6",2021,8,269362
E,3232,3222,"11,7",2022,4,269363
J,975,951,"1,6",2020,11,269364
A,7604,7609,"5,7",2022,9,269365
D,6023,6030,"13,3",2023,1,269376
J,283,1349,"5,1",2020,10,269378
J,7038,7071,"7,8",2023,3,269382
J,3219,3235,"2,7",2020,4,269384
J,3057,3024,"0,8",2021,6,269385
J,7500,7504,"2,7",2020,4,269386
J,3057,756,51,2023,1,269387
N,6100,6100,"0,8",2020,11,269388
N,3262,3290,"11,1",2021,9,269391
N,1086,178,"10,1",2021,12,269396
J,3683,3660,"67,5",2020,10,269400
H,4515,4513,"4,9",2020,3,269402
F,7900,7900,"1,1",2022,4,269403
C,7038,7012,"7,7",2020,12,269407
J,4580,4550,"17,8",2020,12,269408
J,9024,9007,"9,9",2021,4,269410
J,6900,6905,"0,8",2025,5,269411
C,1188,659,"8,1",2023,4,269412
N,977,375,"16,2",2022,10,269415
J,3300,3300,"2,3",2020,6,269418
J,4276,4280,"18,6",2020,8,269421
C,7038,7037,"1,6",2024,4,269429
C,283,375,5,2023,1,269430
N,7604,7600,"1,1",2020,11,269431
N,283,171,"9,8",2022,4,269439
C,2406,2450,"31,2",2020,4,269440
J,4013,4049,"10,8",2020,3,269444
J,3919,3921,"4,2",2021,9,269445
N,9845,9990,107,2023,5,269447
N,3057,3475,"36,2",2023,9,269453
J,2019,2022,"18,1",2019,12,269456
E,3232,3223,"2,9",2021,11,269459
N,7820,7860,"9,3",2023,7,269463
J,7038,7072,"8,7",2021,7,269469
K,1406,1914,"15,3",2022,12,269476
N,4313,4013,"11,8",2021,11,269478
F,7038,7046,"7,6",2025,1,269479
J,3735,3737,"4,9",2024,3,269480
J,2019,2210,"81,8",2023,4,269481
E,8900,8960,"33,2",2023,3,269494
F,6023,6014,9,2023,3,269496
K,3718,3727,"2,3",2023,1,269499
C,283,265,"5,5",2023,9,269501
C,1086,1470,"3,4",2024,11,269502
C,2383,2385,"2,6",2020,11,269511
N,1383,3470,"13,1",2022,9,269513
J,9409,9404,"5,5",2024,10,269516
D,6718,6711,"20,4",2021,3,269523
J,2383,2312,"19,6",2021,1,269529
C,283,253,"6,9",2024,1,269534
J,5360,5380,"13,3",2020,11,269536
C,1711,1725,"0,5",2023,4,269542
N,1400,1430,"12,4",2021,10,269543
C,7820,7190,"93,1",2022,12,269548
N,4313,4056,"11,9",2021,10,269552
J,975,588,"6,9",2020,12,269553
N,1739,1734,"7,1",2021,9,269556
N,3513,3533,"18,1",2021,5,269557
E,5911,5954,"38,7",2023,2,269563
J,1618,1621,10,2019,11,269564
C,1767,1782,"2,4",2020,12,269568
N,2383,2318,17,2020,6,269569
C,5430,5420,"6,5",2020,8,269570
C,4335,4335,"5,7",2025,3,269574
J,2770,2720,"22,7",2025,4,269578
A,8402,8412,"76,4",2024,4,269581
C,1406,1406,"1,5",2024,5,269588
C,3513,3513,"0,5",2023,7,269594
N,2406,2406,1,2021,10,269595
D,5542,5542,2,2019,7,269596
C,4580,4563,"29,8",2023,1,269598
N,5537,4270,"19,9",2021,12,269602
N,6800,6899,"80,2",2023,5,269605
C,283,259,"6,2",2022,10,269609
C,2619,2615,"2,5",2022,4,269610
G,3683,3683,"5,6",2022,1,269612
J,3262,3257,"1,9",2022,3,269614
N,9514,9730,"201,7",2021,1,269616
J,9024,9017,"11,5",2020,6,269620
N,6718,6750,"68,2",2020,4,269622
C,3735,3940,"1,6",2022,11,269623
D,6900,6914,"23,2",2020,12,269624
D,3219,3219,"1,2",2023,1,269629
C,3414,3440,"12,3",2019,2,269631
J,4013,4026,"4,3",2020,1,269634
D,7500,7630,"23,6",2020,1,269635
K,9912,9901,6,2025,2,269641
J,4370,4374,"5,1",2022,8,269644
E,5360,5363,13,2025,6,269651
D,4636,4633,"8,9",2022,8,269652
C,6718,6750,"67,3",2023,3,269674
J,2211,2100,"22,2",2021,3,269681
J,2383,2322,"19,4",2023,3,269684
N,6023,6030,15,2020,8,269697
C,6770,6823,"23,2",2021,12,269707
E,4313,4031,"5,3",2024,12,269708
C,8900,8900,"1,2",2020,9,269715
D,3300,3320,"10,8",2021,6,269717
J,9024,9024,"1,9",2023,1,269728
K,7038,7320,"55,1",2024,1,269734
C,1626,1628,"6,3",2024,5,269739
C,6415,6440,"15,4",2022,12,269741
H,5147,5258,"8,8",2020,12,269746
J,6800,6847,"22,7",2020,9,269765
C,3032,3030,"4,1",2022,9,269770
E,9360,9302,"75,8",2020,4,269776
N,3057,3048,"7,9",2023,3,269783
J,7340,7340,3,2022,8,269788
C,6710,6710,"1,5",2020,4,269795
D,4580,4563,"30,7",2021,2,269797
C,1599,1511,"4,5",2024,7,269799
N,283,1388,"19,8",2022,8,269802
E,7038,7300,"37,9",2025,1,269823
C,1188,1182,"5,4",2020,8,269824
C,1188,685,"5,2",2023,8,269834
D,4013,4015,"2,1",2021,4,269837
C,4612,4640,"16,8",2025,1,269838
C,3032,3039,"4,5",2022,5,269839
C,2406,2340,"14,8",2024,5,269840
N,975,253,"14,9",2021,10,269843
N,5033,5121,"10,7",2021,5,269849
J,5147,5184,"10,6",2021,9,269855
J,2383,2315,"16,9",2021,8,269856
L,1807,1821,16,2024,8,269858
E,3414,3414,0,2021,11,269863
J,3735,3864,"138,3",2023,4,269872
J,1400,1815,25,2022,6,269882
C,7604,7605,"2,6",2019,8,269885
C,5542,5533,"5,1",2021,5,269887
N,9900,9900,"2,2",2022,2,269888
N,3057,1397,"37,3",2023,5,269889
J,9024,9007,"9,9",2021,2,269892
E,3300,3340,"18,8",2024,9,269895
C,6711,6740,"29,4",2020,2,269896
J,5147,5148,"2,4",2020,3,269898
K,1086,2067,"32,3",2024,1,269899
J,4636,4634,"12,9",2020,1,269901
C,1599,1529,"6,6",2025,3,269902
K,975,784,"14,8",2021,10,269905
J,6800,6809,"1,5",2022,11,269908
D,6770,6700,"55,7",2023,4,269909
E,6422,6415,"3,4",2023,10,269911
J,6718,6740,"45,1",2024,6,269912
E,5147,5144,"1,8",2021,4,269914
C,7038,7012,"7,8",2020,11,269915
C,6100,6133,"12,9",2024,9,269916
J,5537,4235,58,2023,1,269917
C,1400,1434,"9,6",2021,9,269918
K,8400,8317,"103,2",2022,8,269919
C,1739,1734,"4,4",2022,9,269920
K,2940,2940,"9,1",2024,1,269922
N,1618,1613,"6,2",2021,11,269924
K,7604,7656,"17,5",2023,12,269928
J,1188,1165,"3,3",2020,12,269929
N,5537,5522,"5,8",2022,11,269932
J,5430,5430,"3,5",2021,7,269933
C,7604,7620,12,2020,6,269935
L,1086,598,"9,8",2023,1,269936
J,4276,4250,"3,5",2024,5,269937
N,1188,1270,"9,6",2023,9,269938
G,7038,7290,"51,9",2023,3,269939
H,6900,6817,"43,5",2019,9,269942
C,2619,2618,6,2022,9,269943
C,5542,5538,"2,3",2020,5,269945
C,1086,672,"6,7",2023,6,269947
C,3940,3942,"3,6",2021,5,269949
J,4013,4011,"2,7",2021,11,269953
J,7503,7506,"4,7",2023,1,269954
D,9409,9440,"39,7",2022,1,269955
J,5147,5174,"12,5",2020,8,269956
J,975,958,4,2021,3,269957
E,7820,7804,"4,1",2023,10,269960
C,7714,7670,"10,5",2020,11,269961
N,3513,3514,"4,9",2023,2,269962
J,4612,4620,"5,8",2025,3,269963
C,2900,2943,"10,3",2023,6,269964
C,2019,2020,"4,4",2025,4,269965
J,5147,5146,"3,4",2021,11,269966
N,9024,9136,"104,8",2019,12,269967
J,6900,6900,"1,1",2023,5,269969
N,5537,5528,"4,3",2022,5,269970
N,5537,4250,"16,1",2022,2,269971
D,2056,2070,"20,9",2022,10,269972
C,4313,4054,10,2020,7,269973
C,4013,4085,"4,7",2022,10,269976
J,1400,1412,"12,5",2019,10,269979
C,4313,4050,"3,4",2022,9,269984
D,3219,3237,"8,1",2020,7,269985
J,6023,6030,"15,9",2022,2,269987
C,2770,2770,"4,5",2024,10,269990
C,4276,4276,"2,5",2025,1,269991
K,2383,2388,"2,9",2025,5,269992
C,5537,4260,"5,3",2022,12,269994
G,7038,7029,"5,5",2023,1,269997
E,5147,5008,"7,6",2021,3,269999
J,5360,5360,"11,1",2020,1,270002
E,1599,1516,"6,7",2022,1,270003
K,975,576,"6,5",2019,4,270005
C,8402,8481,"102,6",2023,4,270008
K,3262,3256,3,2021,5,270012
H,7820,7882,"123,2",2022,9,270013
J,4276,4250,"5,7",2021,2,270014
J,4276,4250,5,2024,2,270015
E,7870,7820,"55,3",2025,1,270018
G,6023,6265,"29,5",2021,1,270019
N,3513,3530,"13,4",2023,6,270021
E,3138,3123,13,2024,12,270022
G,6800,6815,19,2021,1,270023
J,1188,1163,"3,2",2024,1,270025
K,3083,3090,"21,7",2022,12,270027
C,8370,8310,"49,2",2019,11,270028
C,1188,680,"3,6",2022,12,270037
J,7170,7190,"51,6",2021,4,270039
N,7038,7010,"6,7",2020,7,270041
N,6023,6016,"8,7",2023,7,270043
J,9912,9912,"1,5",2025,4,270046
C,3550,3560,"32,4",2021,12,270048
C,4313,4050,"5,4",2021,6,270050
J,4313,4321,"9,6",2024,1,270054
J,6100,6065,"33,1",2021,3,270055
C,9024,9008,"4,4",2021,9,270056
K,3262,3215,"18,5",2021,11,270057
J,1739,1850,41,2019,6,270058
C,1086,1061,"2,4",2024,2,270059
J,4820,4838,"3,9",2020,12,270061
F,7374,7374,"18,7",2022,5,270063
N,6415,6638,"40,9",2020,9,270064
D,5542,4276,"18,4",2019,11,270065
J,4313,4310,"22,2",2021,7,270066
C,1599,1518,"7,2",2021,8,270067
N,1618,1684,"25,4",2020,6,270070
N,283,369,"5,7",2021,11,270072
J,9514,9514,"1,7",2021,8,270073
C,3219,3209,"5,7",2022,12,270079
C,2714,2760,"9,4",2021,11,270080
J,3735,3766,51,2024,3,270082
J,9900,9900,"1,5",2022,11,270083
J,4013,4017,5,2025,4,270085
C,6008,6005,4,2024,8,270087
D,8900,8960,"42,7",2023,1,270089
H,3017,3475,"26,8",2023,7,270091
G,7604,7620,"11,3",2024,2,270092
F,5463,5464,11,2022,1,270093
C,8006,8005,"2,5",2023,9,270095
C,3513,3511,"4,8",2022,7,270096
N,1188,1187,"1,6",2020,12,270098
C,3083,3084,"2,5",2024,3,270099
E,4276,4276,"3,1",2020,10,270101
J,6100,6140,38,2022,6,270105
D,7714,7796,39,2023,2,270108
D,3300,3320,"9,5",2021,12,270110
E,4515,4534,"30,7",2021,3,270111
C,3262,3263,2,2021,12,270112
J,1767,1769,"1,7",2020,12,270113
K,8613,8614,"4,4",2023,11,270114
N,6809,6963,"41,4",2022,12,270115
J,6718,6727,"31,6",2020,2,270118
E,975,675,"4,7",2021,3,270119
J,7038,7397,"101,2",2018,6,270120
J,5147,5097,"10,7",2020,6,270123
C,2019,2013,3,2024,5,270126
E,3057,3043,"0,6",2022,8,270129
H,283,1359,"14,5",2020,8,270130
H,1599,1511,"6,1",2023,1,270131
J,8012,8020,10,2022,2,270132
J,9360,9303,76,2023,1,270133
J,5911,5983,"66,8",2024,8,270134
J,5147,5232,"12,1",2023,4,270135
C,975,587,8,2020,12,270137
K,3232,3235,"10,8",2022,12,270140
C,2150,2164,"13,8",2022,10,270143
N,9360,9325,"22,3",2021,8,270144
J,5911,5914,"6,4",2025,1,270145
N,7038,7056,"8,1",2022,8,270147
K,1086,1176,"13,8",2023,8,270151
J,8208,8200,"1,5",2021,10,270152
C,4013,4010,"2,4",2021,7,270156
J,6718,6700,"5,3",2020,1,270159
J,6100,6084,"50,8",2024,2,270161
C,8803,8704,"47,5",2024,3,270164
J,2383,2320,"13,8",2022,6,270165
J,1188,1279,"6,5",2021,10,270168
C,7604,7605,"1,7",2022,11,270169
E,6023,6004,"15,5",2022,5,270170
C,5360,5357,"10,4",2020,9,270173
C,2940,2900,"21,9",2019,8,270174
N,1086,980,"5,9",2023,1,270177
N,1767,1781,2,2023,7,270178
N,1767,1771,1,2021,8,270179
J,9360,9303,"91,6",2020,5,270180
C,283,262,"5,6",2024,3,270183
C,7714,7760,"60,2",2020,6,270184
E,3513,2770,"38,7",2023,9,270188
C,2900,2890,"21,6",2024,3,270189
N,2056,2050,5,2020,12,270191
J,9152,9192,"57,7",2020,9,270192
C,7900,7900,"1,1",2024,5,270193
J,4276,4276,"2,9",2020,9,270194
D,7604,7657,"10,4",2020,1,270198
N,283,960,"18,7",2021,10,270199
N,5147,5253,8,2021,5,270203
E,8400,8415,"14,8",2021,4,270204
N,2619,2613,"5,6",2023,5,270207
J,7038,7033,3,2021,10,270208
E,8208,8288,"153,3",2023,2,270211
J,3735,3770,"56,8",2023,4,270212
E,7038,6631,"184,6",2023,5,270214
C,6770,6823,"27,9",2025,4,270215
N,2821,2830,"11,4",2023,5,270217
J,975,981,"7,2",2020,10,270218
C,7038,7075,"7,4",2023,10,270220
C,1188,1161,"4,1",2021,6,270221
J,5147,5052,"8,5",2023,1,270223
J,4515,4519,"8,7",2020,3,270226
E,4313,4029,16,2025,6,270229
J,7340,7340,"1,2",2024,3,270230
E,7038,7170,"99,6",2025,2,270234
C,2406,2414,"2,4",2024,8,270235
J,6900,6906,"2,6",2025,1,270238
K,3718,3721,"7,2",2020,4,270241
E,8208,8264,"80,5",2024,8,270243
J,3157,3226,"7,2",2019,9,270244
J,9360,9372,"96,4",2022,2,270246
C,5360,5382,"13,7",2023,11,270247
J,9024,9388,"91,1",2023,6,270248
J,9360,9310,"46,6",2021,10,270249
J,6100,6065,"33,6",2021,12,270251
N,1767,1783,"4,2",2020,7,270252
J,4276,4250,"4,8",2020,9,270253
K,6783,6105,"54,2",2021,7,270257
N,3262,3267,"5,9",2022,10,270260
J,2821,2825,"13,4",2020,1,270263
K,9360,8516,"74,4",2023,7,270264
C,7604,7605,"1,2",2021,8,270265
K,2940,3560,"94,9",2023,9,270266
J,3138,3142,"7,4",2020,6,270268
C,1188,566,12,2023,2,270269
K,1086,672,"7,8",2023,8,270271
K,3718,3748,"14,2",2025,2,270274
N,5033,5003,"0,6",2021,1,270275
K,8370,8310,"61,3",2021,2,270277
K,6783,6156,"46,7",2024,3,270280
N,975,573,8,2021,1,270282
K,3157,3173,"8,9",2021,4,270284
C,7604,7605,"1,4",2023,10,270288
N,5033,5011,2,2021,7,270290
E,4820,4820,"4,2",2021,9,270292
H,8208,8250,"30,1",2022,1,270294
C,3302,3330,"9,4",2025,6,270296
K,3157,3140,"11,1",2022,11,270298
J,975,951,"1,8",2021,1,270299
J,5147,5310,"26,6",2020,10,270300
J,975,980,7,2019,10,270301
J,3513,3515,"2,2",2020,8,270302
N,5147,5032,"9,5",2022,1,270304
E,3513,3517,"4,7",2024,6,270305
K,7038,7059,"8,2",2020,7,270306
N,8006,8027,"9,8",2023,9,270309
E,2940,2953,"17,2",2020,5,270313
C,4013,4018,7,2021,6,270314
J,5412,5410,"4,9",2021,11,270315
H,6415,6570,"118,4",2019,11,270316
C,7670,7670,"5,6",2025,3,270317
C,2211,2209,"2,1",2021,4,270318
K,3157,3188,17,2024,12,270320
E,6070,6149,"32,7",2021,3,270322
D,5911,5939,"17,9",2020,5,270324
C,3138,3140,"5,5",2022,3,270326
K,283,855,"8,6",2024,1,270329
J,6415,6639,"44,8",2020,6,270330
C,6490,6532,"26,6",2024,1,270332
C,2619,2609,"4,5",2023,11,270335
D,8613,8766,"87,5",2023,1,270339
L,7503,7512,"9,7",2024,7,270340
N,5911,5986,"59,9",2023,1,270343
J,6900,6940,26,2024,11,270344
K,7604,7604,"1,1",2022,9,270345
J,4313,4313,"5,3",2021,3,270346
C,1400,1404,"13,1",2021,7,270349
K,8370,8310,"58,5",2022,5,270353
C,3513,3514,"4,5",2021,1,270354
C,8012,8004,4,2020,10,270355
C,4515,4516,"10,9",2021,6,270357
J,3219,3235,"2,3",2020,8,270366
E,4515,4550,"58,3",2021,12,270367
C,6490,6532,"26,2",2021,10,270368
N,975,1482,"16,3",2020,11,270369
J,4013,4042,"6,4",2020,9,270371
N,9845,9803,"50,7",2021,6,270374
N,4313,4012,"11,6",2023,5,270376
N,2383,2316,16,2023,3,270377
E,3718,3746,12,2024,1,270380
E,1188,678,"20,3",2024,10,270381
N,5463,5460,"6,4",2021,6,270383
G,7503,7506,"2,8",2023,12,270388
C,7340,7340,"15,9",2020,6,270389
C,7714,7716,"6,6",2019,6,270392
C,4013,4160,"44,4",2021,4,270393
E,6100,6120,"27,2",2023,2,270394
J,283,1338,"9,2",2024,4,270395
C,975,458,"9,1",2021,5,270396
N,1599,1621,"33,7",2020,5,270397
C,2821,2848,"29,2",2023,7,270398
J,9360,9325,"30,4",2024,1,270402
C,1599,1528,"6,5",2021,6,270403
K,3718,3740,8,2022,1,270404
K,7038,7089,"14,3",2023,8,270405
D,3039,3060,"22,5",2020,7,270406
